user_input_text,category,sub_category,priority,auto_resolve,assigned_team
support team high disk usage application affecting system since last week,Software,Performance,High,TRUE,Application Support
position change affecting system authorizations since morning thanks.,Access,Role Change,Low,FALSE,IAM Team
need elevated permissions to complete task need assistance,Access,Permission Issue,High,FALSE,IAM Team
help high disk usage application affecting system try to work asap.,Software,Performance,High,TRUE,Application Support
stop error causing unexpected system shutdown update asap.,Hardware,Blue Screen,High,TRUE,Hardware Support
print quality poor streaks pages need assistance urgent.,Hardware,Printer Error,High,TRUE,Hardware Support
access needed new system onboarding affecting work thanks.,Access,Access Request,Low,FALSE,IAM Team
getting nxdomain error valid websites urgently needed asap.,Network,DNS Problem,Critical,FALSE,Network Support
help password reset email going to spam folder need assistance thanks.,Access,Password Reset,Critical,FALSE,IAM Team
support team ssd detected bios possible drive failure since yesterday assist.,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
department change requires different system access assist.,Access,Role Change,Low,FALSE,IAM Team
help cannot login to system even correct credentials urgently needed,Access,Login Failure,High,TRUE,IAM Team
requesting database access reporting purposes affecting work asap.,Access,Access Request,Low,FALSE,IAM Team
login nahi ho raha hai,Access,Account Unlock,Medium,TRUE,IAM Team
help display resolution cannot changed external monitor urgently needed,Hardware,Monitor Problem,Medium,FALSE,Hardware Support
blue screen appearing randomly different error codes since last week thanks.,Hardware,Blue Screen,High,FALSE,Hardware Support
network drive access extremely slow files open update asap.,Network,Network Drive,Low,TRUE,Network Support
xml config file syntax error preventing startup fix this.,Software,Configuration,Low,TRUE,Application Support
wireless printer connecting to network try to work thanks.,Hardware,Printer Error,High,TRUE,Hardware Support
network card detected device manager update,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
temporary password working first login need assistance assist.,Access,Password Reset,Low,TRUE,IAM Team
team software install stuck 99 complete reboot assist.,Software,Software Install,Medium,FALSE,Application Support
getting invalid otp error even correct code shift urgent.,Access,MFA Problem,Medium,TRUE,IAM Team
issue wireless connection dropping randomly throughout day afternoon,Network,WiFi Issue,Medium,TRUE,Network Support
team acl permissions need to updated access reboot,Access,Permission Issue,High,FALSE,IAM Team
corporate vpn disconnecting frequently calls reboot,Network,VPN Connection,High,FALSE,Network Support
cannot access account showing authentication failure try to work assist.,Access,Account Unlock,Medium,TRUE,IAM Team
browsing painfully slow affecting productivity shift thanks.,Network,Internet Slow,Medium,FALSE,Network Support
file version history showing previous versions reboot urgent.,Software,Data Loss,Critical,FALSE,Application Support
domain account disabled administrator afternoon,Access,Account Unlock,Medium,TRUE,IAM Team
corporate proxy blocking legitimate business websites since last week assist.,Network,Proxy Error,Low,TRUE,Network Support
issue smart card authentication failing login urgent.,Access,Login Failure,High,FALSE,IAM Team
floating license available seats occupied shift asap.,Software,License Issue,High,FALSE,Application Support
cumulative update failing to install windows affecting work urgent.,Software,Update Problem,Medium,TRUE,Application Support
motherboard issue causing random system restarts reboot asap.,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
issue cumulative update failing to install windows since last week assist.,Software,Update Problem,Medium,FALSE,Application Support
issue unable to establish secure connection to corporate vpn need assistance urgent.,Network,VPN Connection,High,TRUE,Network Support
license key rejected invalid activation update fix this.,Software,License Issue,High,FALSE,Application Support
network drive access cheyalekapotunna,Network,Remote Access,Critical,FALSE,Network Support
issue getting printer found error trying to print help urgent.,Hardware,Printer Error,High,TRUE,Hardware Support
team getting printer found error trying to print since yesterday need help quickly.,Hardware,Printer Error,High,TRUE,Hardware Support
need help configuring email client settings correctly update assist.,Software,Configuration,Low,TRUE,Application Support
software conflict causing applications to malfunction affecting work assist.,Software,Compatibility,Low,FALSE,Application Support
getting error vpn server responding trying to connect remotely since morning thanks.,Network,VPN Connection,High,FALSE,Network Support
printer showing offline status even though powered reboot,Hardware,Printer Error,High,TRUE,Hardware Support
help application setup cannot write to program files try to work,Software,Software Install,Medium,FALSE,Application Support
registry settings need to modified app try to work assist.,Software,Configuration,Low,TRUE,Application Support
cannot access shared network drive getting access denied urgently needed urgent.,Network,Network Drive,Low,FALSE,Network Support
account lock aayiduchu,Access,Password Reset,Low,TRUE,IAM Team
xml config file syntax error preventing startup since yesterday need help quickly.,Software,Configuration,Low,TRUE,Application Support
team application crashes stopped working error today,Software,Application Crash,High,FALSE,Application Support
battery calibration seems incorrect need assistance assist.,Hardware,Battery Issue,Low,FALSE,Hardware Support
need permission to access confidential documents need assistance thanks.,Access,Access Request,Low,FALSE,IAM Team
support team getting connection blocked firewall error message need assistance,Network,Firewall Block,High,TRUE,Network Support
issue share permissions allowing write access since yesterday need help quickly.,Access,Permission Issue,High,FALSE,IAM Team
help page_fault_in_nonpaged_area system crash need assistance,Hardware,Blue Screen,High,FALSE,Hardware Support
issue important files got deleted accidentally need recovery since yesterday need help quickly.,Software,Data Loss,Critical,FALSE,Application Support
powerpoint closing unexpectedly presentation since morning asap.,Software,Application Crash,High,FALSE,Application Support
accidental data deletion from shared drive urgently needed assist.,Software,Data Loss,Critical,FALSE,Application Support
team account status showing expired system reboot thanks.,Access,Account Unlock,Medium,FALSE,IAM Team
issue vpn client shows authentication failed error try to login update thanks.,Network,VPN Connection,High,FALSE,Network Support
need access to shared folder new project help asap.,Access,Access Request,Low,FALSE,IAM Team
bypass proxy settings working internal sites today assist.,Network,Proxy Error,Low,FALSE,Network Support
backup restoration failing critical files since yesterday assist.,Software,Data Loss,Critical,FALSE,Application Support
permission denied trying to save file to location try to work thanks.,Access,Permission Issue,High,TRUE,IAM Team
nanna laptop aagta illa,Hardware,Keyboard/Mouse,Low,TRUE,Hardware Support
team cannot connect to vpn since morning keeps timing since yesterday urgent.,Network,VPN Connection,High,TRUE,Network Support
security patch installation getting stuck today fix this.,Software,Update Problem,Medium,FALSE,Application Support
outlook crash ho raha hai,Software,Data Loss,Critical,FALSE,Application Support
team account lease expired cloud system update asap.,Access,Account Expired,Critical,FALSE,IAM Team
team getting invalid otp error even correct code need assistance fix this.,Access,MFA Problem,Medium,TRUE,IAM Team
network card detected device manager today,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
word document causing application to freeze help assist.,Software,Application Crash,High,TRUE,Application Support
